method_id,principle,rater_scores,na_flags,reason
systems/Projects/struts-main/plugins/tiles/src/test/java/org/apache/tiles/el/ELAttributeEvaluatorTest.java:103-135,dip,"{""dip_rater_annotator_a"": 2, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jmeter-master/src/jorphan/src/main/java/org/apache/jorphan/gui/MenuScroller.java:585-598,dip,"{""dip_rater_annotator_a"": 2, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/SolidLeaning/fitnesse/test/fitnesse/responders/testHistory/ExecutionLogResponderTest.java:24-30,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/commons-lang-master/src/test/java/org/apache/commons/lang3/ValidateTest.java:537-539,dip,"{""dip_rater_annotator_a"": 2, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/junit5-main/junit-platform-launcher/src/main/java/org/junit/platform/launcher/core/ServiceLoaderTestEngineRegistry.java:39-42,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jmeter-master/src/functions/src/main/java/org/apache/jmeter/functions/Jexl3Function.java:114-124,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/SolidLeaning/fitnesse/src/fitnesse/responders/testHistory/PageHistoryResponder.java:125-141,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jmeter-master/src/protocol/jdbc/src/main/java/org/apache/jmeter/protocol/jdbc/AbstractJDBCTestElement.java:163-239,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/junit5-main/platform-tests/src/test/java/org/junit/platform/launcher/core/LauncherDiscoveryRequestBuilderTests.java:228-235,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/junit5-main/platform-tests/src/test/java/org/junit/platform/launcher/core/LauncherConfigurationParametersTests.java:152-158,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/views/jsp/ui/ComponentTest.java:233-265,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/SolidLeaning/fitnesse/test/fitnesse/wikitext/parser/WikiTranslatorTest.java:23-27,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jmeter-master/src/components/src/main/java/org/apache/jmeter/visualizers/backend/graphite/GraphiteBackendListenerClient.java:301-331,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/struts-main/plugins/tiles/src/main/java/org/apache/tiles/web/jsp/taglib/InsertDefinitionTag.java:243-256,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/views/jsp/ui/FieldErrorTagTest.java:96-114,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/hibernate-orm-main/hibernate-core/src/main/java/org/hibernate/metamodel/internal/RuntimeMetamodelsImpl.java:48-50,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/SolidLeaning/fitnesse/src/fitnesse/testsystems/slim/SlimTestSystem.java:141-198,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/struts-main/core/src/main/java/org/apache/struts2/text/AbstractLocalizedTextProvider.java:111-133,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/SolidLeaning/fitnesse/src/fit/decorator/util/Table.java:126-128,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jmeter-master/src/components/src/test/java/org/apache/jmeter/visualizers/TestSampleCompareTo.java:51-53,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/hibernate-orm-main/hibernate-core/src/main/java/org/hibernate/engine/transaction/jta/platform/internal/AtomikosJtaPlatform.java:20-30,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jmeter-master/src/core/src/main/java/org/apache/jmeter/report/config/ReportGeneratorConfiguration.java:142-211,dip,"{""dip_rater_annotator_a"": 2, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jmeter-master/src/core/src/main/java/org/apache/jmeter/util/XPathUtil.java:375-413,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/commons-lang-master/src/test/java/org/apache/commons/lang3/text/StrBuilderTest.java:865-899,dip,"{""dip_rater_annotator_a"": 2, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jackson-databind-2.19/src/main/java/com/fasterxml/jackson/databind/cfg/CoercionConfigs.java:161-252,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jmeter-master/src/protocol/http/src/main/java/org/apache/jmeter/protocol/http/gui/AuthPanel.java:236-282,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/SolidLeaning/fitnesse/test/fit/decorator/performance/MaxTimeTest.java:43-47,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
